playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8476915,2020,Jujhar Khaira,EDM,L,4on5,40,4722.0,104.0,4.79,0.12,0.16,0.13,0.12,0.16,0.16,74.0,7.0,0.82,0.36,0.96,0.2,2.01,4.66,0.82,0.82,0.82,0.0,0.0,8.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,8.0,9.0,0.0,0.0,18.0,5.0,3.0,1.0,5.0,3.0,1.0,0.19,0.4,0.24,0.0,0.0,0.0,9.0,9.0,9.0,1.0,0.08,0.0,0.0,0.9,0.9,0.9,104.0,1.0,45.0,4.0,54.0,4.0,14.0,15.0,71.0,18.0,1.0,5443.0,0.0,0.0,0.0,0.0,15.68,1.49,1.48,1.49,1.48,16.0,5.0,1.0,22.0,0.0,0.0,0.0,14.0,6.0,1.0,0.38,0.87,0.24,0.0,0.0,0.0,22.0,21.0,21.0,0.17,0.0,0.0,1.65,1.65,1.65,76.44,11.1,9.94,11.1,9.94,78.0,31.0,40.0,149.0,7.0,6.0,2.0,72.0,22.0,15.0,1.62,2.33,7.15,0.0,0.0,7.0,149.0,109.0,109.0,1.67,2.21,2.21,10.55,10.55,9.74,1.78,9.13,23.0,163.0,0.04,0.08,2.0,1.0,2.0,1.0
8476915,2020,Jujhar Khaira,EDM,L,5on4,40,160.0,10.0,1.32,1.0,0.89,1.0,0.88,1.0,0.85,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,2.0,3.0,0.0,5.0,1.0,6.0,3080.0,0.0,0.0,0.0,0.0,2.88,0.28,0.28,0.28,0.28,4.0,0.0,1.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.06,0.22,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.04,0.13,0.13,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.38,1.04,95.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8476858,2020,Phillip Di Giuseppe,NYR,L,other,31,195.0,3.0,0.07,0.71,0.73,0.56,0.67,0.6,0.69,45.0,0.91,0.06,0.09,0.16,0.02,0.36,0.32,0.06,0.06,0.06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.02,0.0,0.0,0.08,0.08,0.07,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,699.0,0.0,0.0,0.0,0.0,2.35,0.16,0.16,0.16,0.16,2.0,1.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.05,0.0,0.0,0.2,0.2,0.2,1.39,0.07,0.07,0.07,0.07,1.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.04,0.0,0.0,0.1,0.1,0.1,3.89,1.47,32.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8476858,2020,Phillip Di Giuseppe,NYR,L,all,31,20647.0,482.0,9.84,0.42,0.51,0.49,0.48,0.49,0.48,320.0,41.75,2.49,2.62,10.09,1.3,23.22,17.28,2.4,2.43,2.34,6.0,1.0,44.0,13.0,12.0,69.0,8.0,1.0,5.0,0.0,9.0,1.0,12.0,29.0,43.0,56.0,5.0,13.0,3.0,78.0,13.0,7.0,50.0,4.0,3.0,1.26,0.55,0.68,0.0,0.0,1.0,68.19,57.0,56.32,2.0,0.55,1.57,0.21,2.83,2.77,2.72,482.0,53.0,43.0,71.0,315.0,76.0,59.0,51.0,296.0,3.0,4.0,92175.0,13.0,9.0,3.0,16.0,149.97,10.08,9.67,9.98,9.56,158.0,51.0,79.0,288.0,11.0,10.0,3.0,173.0,25.0,11.0,4.12,2.92,3.03,3.0,3.0,5.0,285.27,209.0,206.84,1.97,2.1,2.1,9.95,9.8,9.62,152.08,13.73,13.35,13.81,13.43,143.0,71.0,80.0,294.0,10.0,12.0,2.0,154.0,46.0,14.0,4.36,5.14,4.24,3.0,3.0,4.0,298.3,214.0,216.63,2.19,2.32,2.28,13.63,13.78,13.61,71.72,69.14,1315.0,1427.0,0.0,0.0,0.0,0.0,0.0,0.0
8476858,2020,Phillip Di Giuseppe,NYR,L,5on5,31,19938.0,452.0,9.84,0.45,0.51,0.5,0.47,0.5,0.48,270.0,40.09,2.39,2.49,9.76,1.26,22.42,16.69,2.31,2.32,2.25,6.0,1.0,43.0,12.0,12.0,67.0,8.0,1.0,5.0,0.0,9.0,1.0,12.0,27.0,42.0,54.0,5.0,13.0,3.0,77.0,13.0,6.0,48.0,4.0,3.0,1.16,0.55,0.68,0.0,0.0,1.0,66.19,55.0,54.32,2.0,0.51,1.57,0.21,2.69,2.63,2.59,452.0,48.0,41.0,70.0,293.0,73.0,57.0,46.0,276.0,3.0,4.0,70318.0,13.0,9.0,3.0,15.0,144.65,9.75,9.35,9.65,9.24,154.0,48.0,77.0,279.0,11.0,9.0,3.0,167.0,24.0,11.0,3.89,2.82,3.03,3.0,3.0,5.0,276.27,202.0,199.84,1.88,2.03,2.1,9.53,9.38,9.22,141.95,11.74,11.38,11.83,11.46,133.0,68.0,76.0,277.0,8.0,11.0,2.0,147.0,43.0,11.0,4.13,4.78,2.83,3.0,2.0,3.0,281.3,201.0,203.63,1.99,1.89,1.85,11.88,12.03,11.87,45.07,42.75,932.0,1065.0,0.47,1.3,8.0,17.0,6.0,17.0
8476858,2020,Phillip Di Giuseppe,NYR,L,4on5,31,316.0,11.0,5.16,0.11,0.03,0.11,0.06,0.13,0.05,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,9.0,1.0,2.0,1.0,7.0,0.0,0.0,1948.0,0.0,0.0,0.0,0.0,0.72,0.1,0.1,0.1,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.11,0.11,0.11,5.24,0.77,0.74,0.77,0.74,5.0,2.0,1.0,8.0,1.0,1.0,0.0,4.0,2.0,1.0,0.15,0.19,0.43,0.0,1.0,0.0,8.0,7.0,7.0,0.1,0.43,0.43,0.44,0.44,0.44,0.1,3.0,3.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
8476858,2020,Phillip Di Giuseppe,NYR,L,5on4,31,198.0,16.0,6.42,0.24,0.91,0.6,0.82,0.6,0.79,93.0,0.76,0.05,0.05,0.16,0.02,0.44,0.27,0.04,0.05,0.04,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.01,0.0,0.0,0.06,0.06,0.05,16.0,4.0,0.0,1.0,11.0,2.0,0.0,4.0,10.0,0.0,0.0,3163.0,0.0,0.0,0.0,1.0,2.24,0.08,0.06,0.08,0.06,1.0,2.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.03,0.07,0.0,0.11,0.11,0.09,1.68,0.23,0.23,0.23,0.23,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.01,0.0,0.22,0.0,0.0,1.0,2.0,2.0,2.0,0.01,0.0,0.0,0.25,0.25,0.25,6.11,0.6,79.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8476278,2020,Colin Blackwell,NYR,C,other,47,1086.0,20.0,11.2,0.3,0.58,0.29,0.55,0.28,0.62,119.0,0.56,0.09,0.06,0.08,0.03,0.58,0.16,0.09,0.09,0.09,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.02,0.0,0.0,0.1,0.1,0.1,20.0,4.0,5.0,2.0,9.0,1.0,1.0,6.0,12.0,1.0,2.0,3304.0,0.0,0.0,0.0,1.0,4.46,1.37,1.37,1.37,1.37,3.0,4.0,3.0,10.0,1.0,0.0,0.0,3.0,3.0,1.0,0.18,0.3,0.88,0.0,0.0,1.0,10.0,7.0,7.0,0.12,0.0,0.0,1.49,1.49,1.48,12.42,3.2,3.17,3.2,3.17,16.0,2.0,7.0,25.0,5.0,0.0,0.0,9.0,4.0,5.0,0.29,0.4,2.51,0.0,1.0,4.0,25.0,18.0,18.0,0.25,0.0,0.0,3.45,3.45,3.4,6.87,4.97,67.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
8476278,2020,Colin Blackwell,NYR,C,all,47,39485.0,902.0,17.23,0.5,0.5,0.46,0.48,0.47,0.49,336.0,69.21,7.52,5.04,15.74,2.48,38.07,27.15,7.29,7.56,7.33,5.0,5.0,64.0,32.0,19.0,115.0,22.0,12.0,8.0,0.0,13.0,3.0,23.0,37.0,52.0,84.0,6.0,15.0,30.0,45.0,15.0,17.0,63.0,24.0,9.0,1.85,2.98,2.69,5.0,5.0,2.0,115.0,96.0,95.29,10.0,1.11,1.83,1.66,6.97,6.97,6.92,902.0,116.0,98.0,151.0,537.0,112.0,130.0,116.0,544.0,30.0,32.0,131201.0,15.0,21.0,9.0,19.0,299.18,28.89,27.81,29.23,28.13,299.0,118.0,115.0,532.0,38.0,28.0,8.0,317.0,69.0,31.0,8.93,8.37,11.59,17.0,10.0,11.0,537.22,417.0,420.64,4.44,6.96,6.96,26.37,26.68,26.29,335.15,29.39,28.81,29.26,28.68,350.0,121.0,151.0,622.0,30.0,12.0,3.0,350.0,95.0,26.0,10.32,10.83,8.23,5.0,12.0,13.0,620.14,471.0,469.04,4.92,2.54,2.34,31.96,31.86,31.49,95.41,94.32,1869.0,2007.0,0.0,0.0,0.0,0.0,0.0,0.0
8476278,2020,Colin Blackwell,NYR,C,5on5,47,33595.0,754.0,17.23,0.47,0.48,0.45,0.48,0.46,0.48,318.0,57.06,5.83,4.01,13.28,1.99,30.31,22.6,5.62,5.87,5.66,2.0,4.0,49.0,29.0,15.0,93.0,15.0,9.0,7.0,0.0,10.0,3.0,18.0,31.0,40.0,69.0,6.0,15.0,16.0,44.0,12.0,16.0,54.0,17.0,7.0,1.69,2.23,1.91,5.0,3.0,1.0,93.0,78.0,77.29,9.0,0.83,1.73,1.41,5.25,5.26,5.22,754.0,82.0,79.0,140.0,453.0,99.0,112.0,94.0,449.0,16.0,22.0,104098.0,15.0,21.0,9.0,17.0,242.53,20.5,19.65,20.84,19.97,242.0,96.0,97.0,435.0,26.0,22.0,5.0,262.0,55.0,21.0,7.62,6.72,6.16,16.0,6.0,4.0,440.22,338.0,341.64,3.27,5.11,5.11,18.66,18.96,18.71,286.36,23.08,22.54,22.94,22.41,292.0,108.0,134.0,534.0,21.0,11.0,3.0,299.0,82.0,19.0,8.89,9.39,4.8,5.0,9.0,7.0,532.14,400.0,398.04,3.96,2.52,2.32,24.71,24.61,24.3,59.41,63.68,1413.0,1557.0,0.57,0.98,22.0,18.0,16.0,18.0
8476278,2020,Colin Blackwell,NYR,C,4on5,47,1906.0,63.0,5.18,0.19,0.16,0.2,0.16,0.2,0.18,102.0,1.57,0.2,0.08,0.2,0.04,0.49,0.98,0.2,0.2,0.2,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.03,0.17,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.02,0.0,0.0,0.22,0.22,0.22,63.0,3.0,14.0,4.0,42.0,2.0,13.0,6.0,42.0,2.0,5.0,5724.0,0.0,0.0,0.0,0.0,7.61,0.57,0.57,0.57,0.57,8.0,2.0,2.0,12.0,0.0,0.0,0.0,8.0,1.0,1.0,0.17,0.17,0.23,0.0,0.0,0.0,12.0,10.0,10.0,0.07,0.0,0.0,0.64,0.64,0.64,26.98,2.41,2.4,2.41,2.4,31.0,9.0,8.0,48.0,4.0,1.0,0.0,31.0,7.0,2.0,0.7,0.78,0.93,0.0,2.0,2.0,48.0,40.0,40.0,0.61,0.03,0.03,2.99,2.99,2.97,2.2,11.19,31.0,168.0,0.18,0.0,2.0,0.0,1.0,0.0
8476278,2020,Colin Blackwell,NYR,C,5on4,47,2898.0,65.0,10.04,0.91,0.94,0.87,0.88,0.85,0.87,220.0,10.01,1.39,0.89,2.18,0.43,6.7,3.41,1.38,1.39,1.38,1.0,1.0,12.0,3.0,3.0,18.0,5.0,3.0,1.0,0.0,2.0,0.0,4.0,5.0,9.0,12.0,0.0,0.0,11.0,1.0,0.0,0.0,8.0,5.0,2.0,0.13,0.48,0.78,0.0,2.0,1.0,18.0,15.0,15.0,0.0,0.25,0.09,0.26,1.38,1.38,1.37,65.0,27.0,0.0,5.0,33.0,10.0,4.0,10.0,41.0,11.0,2.0,7101.0,0.0,0.0,0.0,1.0,43.75,6.3,6.08,6.3,6.08,45.0,16.0,13.0,74.0,10.0,6.0,3.0,44.0,9.0,8.0,0.94,1.04,4.32,1.0,3.0,6.0,74.0,61.0,61.0,0.99,1.85,1.85,5.44,5.44,5.31,7.92,0.6,0.6,0.6,0.6,9.0,2.0,0.0,11.0,0.0,0.0,0.0,9.0,2.0,0.0,0.34,0.26,0.0,0.0,0.0,0.0,11.0,11.0,11.0,0.09,0.0,0.0,0.7,0.7,0.7,15.77,0.98,205.0,29.0,0.04,0.0,1.0,0.0,1.0,0.0
8478455,2020,Austin Wagner,L.A,L,other,44,581.0,11.0,4.99,0.08,0.5,0.33,0.63,0.33,0.61,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0,1.0,7.0,1.0,4.0,2.0,4.0,0.0,0.0,2485.0,0.0,0.0,0.0,0.0,2.13,0.1,0.1,0.1,0.1,1.0,2.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.03,0.03,0.03,0.1,0.1,0.1,4.31,1.16,1.14,1.16,1.14,4.0,2.0,0.0,6.0,1.0,1.0,0.0,4.0,0.0,2.0,0.14,0.0,1.02,0.0,0.0,1.0,6.0,6.0,6.0,0.09,0.27,0.27,0.98,0.98,0.96,4.28,4.27,53.0,31.0,0.0,0.03,0.0,1.0,0.0,1.0
8478455,2020,Austin Wagner,L.A,L,all,44,27647.0,662.0,8.46,0.43,0.44,0.48,0.47,0.49,0.47,477.0,63.02,5.23,4.17,15.03,1.99,34.48,26.09,5.16,5.29,5.22,3.0,1.0,67.0,20.0,13.0,100.0,8.0,4.0,4.0,0.0,17.0,2.0,25.0,35.0,63.0,83.0,6.0,15.0,0.0,97.0,5.0,6.0,69.0,14.0,4.0,2.25,1.72,1.26,0.0,2.0,2.0,98.94,87.0,86.2,4.0,0.86,0.18,1.03,5.07,5.07,5.06,662.0,77.0,56.0,92.0,437.0,101.0,91.0,88.0,382.0,0.0,2.0,132215.0,15.0,25.0,11.0,10.0,213.75,14.91,14.58,14.95,14.63,214.0,87.0,77.0,378.0,11.0,22.0,4.0,252.0,37.0,12.0,6.86,4.59,3.46,2.0,4.0,5.0,374.34,301.0,298.83,2.78,3.44,3.69,14.01,13.97,13.87,232.0,19.54,18.92,19.77,19.16,225.0,93.0,91.0,409.0,25.0,19.0,6.0,245.0,48.0,25.0,6.85,5.78,6.9,9.0,7.0,9.0,417.07,318.0,323.64,3.17,3.57,3.51,19.19,19.46,19.18,88.4,112.82,1907.0,2118.0,0.0,0.0,0.0,0.0,0.0,0.0
8478455,2020,Austin Wagner,L.A,L,5on5,44,26647.0,625.0,8.46,0.45,0.45,0.48,0.48,0.49,0.48,423.0,61.58,5.13,4.08,14.71,1.94,33.75,25.39,5.06,5.19,5.12,3.0,1.0,65.0,20.0,13.0,98.0,8.0,4.0,4.0,0.0,16.0,2.0,25.0,34.0,61.0,81.0,6.0,15.0,0.0,97.0,5.0,5.0,68.0,13.0,4.0,2.24,1.63,1.26,0.0,2.0,2.0,96.94,85.0,84.2,4.0,0.84,0.18,1.03,4.94,4.95,4.93,625.0,71.0,52.0,90.0,412.0,93.0,85.0,84.0,363.0,0.0,2.0,100834.0,15.0,25.0,11.0,10.0,209.56,14.71,14.38,14.75,14.43,211.0,84.0,73.0,368.0,11.0,21.0,4.0,247.0,36.0,12.0,6.75,4.5,3.46,2.0,4.0,5.0,364.34,295.0,292.83,2.71,3.41,3.66,13.77,13.73,13.62,225.51,18.3,17.71,18.54,17.95,218.0,91.0,89.0,398.0,24.0,18.0,6.0,238.0,48.0,23.0,6.64,5.78,5.88,9.0,7.0,8.0,406.07,309.0,314.64,3.05,3.3,3.24,18.11,18.39,18.12,57.34,70.26,1423.0,1542.0,0.67,0.81,15.0,13.0,12.0,13.0
8478455,2020,Austin Wagner,L.A,L,4on5,44,83.0,4.0,1.85,0.0,0.14,1.0,0.1,0.0,0.1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,1314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,2.71,4.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
8478455,2020,Austin Wagner,L.A,L,5on4,44,336.0,22.0,4.06,0.65,0.75,0.6,0.83,0.6,0.78,157.0,1.44,0.1,0.1,0.32,0.05,0.73,0.71,0.1,0.1,0.1,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.01,0.09,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.03,0.0,0.0,0.12,0.12,0.12,22.0,5.0,2.0,1.0,14.0,7.0,1.0,2.0,12.0,0.0,0.0,5346.0,0.0,0.0,0.0,0.0,2.06,0.1,0.1,0.1,0.1,2.0,1.0,3.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.01,0.09,0.0,0.0,0.0,0.0,6.0,3.0,3.0,0.04,0.0,0.0,0.14,0.14,0.14,1.55,0.06,0.05,0.06,0.05,2.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.02,0.0,0.0,0.07,0.07,0.07,5.63,1.9,141.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8477887,2020,Patrick Brown,VGK,C,other,4,11.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
